team,map,maps,wins,raw_win_rate,smoothed_win_rate,avg_round_margin,avg_scoreline_quality,overtime_count,close_loss_count,vrs_tier_map_strength,vrs_tier_map_smoothed_win_rate,vrs_tier_map_sample_log,vrs_tier_map_quality,vrs_tier_map_round_margin,vrs_tier_map_overtime_rate,vrs_tier_map_close_loss_rate,vrs_opponent_adjusted_scoreline_quality,vrs_map_win_opponent_quality,vrs_map_win_sample_confidence,vrs_scoreline_sample_confidence,vrs_map_veto_credibility,vrs_map_veto_strength,vrs_pick_ban_opponent_pool_proxy,vrs_bo1_single_map_upset_risk,vrs_bo3_map_depth_strength,vrs_overtime_strong_opponent_signal,vrs_weak_opponent_close_penalty,vrs_recent_strong_opponent_score,vrs_expected_margin_residual,vrs_expected_margin_residual_confidence,vrs_team_volatility,vrs_seed_volatility_rebound,vrs_top10_maps,vrs_top10_wins,vrs_top10_raw_win_rate,vrs_top10_smoothed_win_rate,vrs_top10_avg_round_margin,vrs_top10_avg_scoreline_quality,vrs_top10_overtime_count,vrs_top10_close_loss_count,vrs_top10_map_smoothed_win_rate,vrs_top10_map_quality,vrs_top10_map_sample_log,vrs_top20_maps,vrs_top20_wins,vrs_top20_raw_win_rate,vrs_top20_smoothed_win_rate,vrs_top20_avg_round_margin,vrs_top20_avg_scoreline_quality,vrs_top20_overtime_count,vrs_top20_close_loss_count,vrs_top20_map_smoothed_win_rate,vrs_top20_map_quality,vrs_top20_map_sample_log,vrs_top30_maps,vrs_top30_wins,vrs_top30_raw_win_rate,vrs_top30_smoothed_win_rate,vrs_top30_avg_round_margin,vrs_top30_avg_scoreline_quality,vrs_top30_overtime_count,vrs_top30_close_loss_count,vrs_top30_map_smoothed_win_rate,vrs_top30_map_quality,vrs_top30_map_sample_log,vrs_top40_maps,vrs_top40_wins,vrs_top40_raw_win_rate,vrs_top40_smoothed_win_rate,vrs_top40_avg_round_margin,vrs_top40_avg_scoreline_quality,vrs_top40_overtime_count,vrs_top40_close_loss_count,vrs_top40_map_smoothed_win_rate,vrs_top40_map_quality,vrs_top40_map_sample_log,vrs_top50_maps,vrs_top50_wins,vrs_top50_raw_win_rate,vrs_top50_smoothed_win_rate,vrs_top50_avg_round_margin,vrs_top50_avg_scoreline_quality,vrs_top50_overtime_count,vrs_top50_close_loss_count,vrs_top50_map_smoothed_win_rate,vrs_top50_map_quality,vrs_top50_map_sample_log,vrs_top70_maps,vrs_top70_wins,vrs_top70_raw_win_rate,vrs_top70_smoothed_win_rate,vrs_top70_avg_round_margin,vrs_top70_avg_scoreline_quality,vrs_top70_overtime_count,vrs_top70_close_loss_count,vrs_top70_map_smoothed_win_rate,vrs_top70_map_quality,vrs_top70_map_sample_log,vrs_top100_maps,vrs_top100_wins,vrs_top100_raw_win_rate,vrs_top100_smoothed_win_rate,vrs_top100_avg_round_margin,vrs_top100_avg_scoreline_quality,vrs_top100_overtime_count,vrs_top100_close_loss_count,vrs_top100_map_smoothed_win_rate,vrs_top100_map_quality,vrs_top100_map_sample_log,vrs_bucket_1_10_maps,vrs_bucket_1_10_wins,vrs_bucket_1_10_raw_win_rate,vrs_bucket_1_10_smoothed_win_rate,vrs_bucket_1_10_avg_round_margin,vrs_bucket_1_10_avg_scoreline_quality,vrs_bucket_1_10_overtime_count,vrs_bucket_1_10_close_loss_count,vrs_bucket_11_20_maps,vrs_bucket_11_20_wins,vrs_bucket_11_20_raw_win_rate,vrs_bucket_11_20_smoothed_win_rate,vrs_bucket_11_20_avg_round_margin,vrs_bucket_11_20_avg_scoreline_quality,vrs_bucket_11_20_overtime_count,vrs_bucket_11_20_close_loss_count,vrs_bucket_21_30_maps,vrs_bucket_21_30_wins,vrs_bucket_21_30_raw_win_rate,vrs_bucket_21_30_smoothed_win_rate,vrs_bucket_21_30_avg_round_margin,vrs_bucket_21_30_avg_scoreline_quality,vrs_bucket_21_30_overtime_count,vrs_bucket_21_30_close_loss_count,vrs_bucket_31_40_maps,vrs_bucket_31_40_wins,vrs_bucket_31_40_raw_win_rate,vrs_bucket_31_40_smoothed_win_rate,vrs_bucket_31_40_avg_round_margin,vrs_bucket_31_40_avg_scoreline_quality,vrs_bucket_31_40_overtime_count,vrs_bucket_31_40_close_loss_count,vrs_bucket_41_50_maps,vrs_bucket_41_50_wins,vrs_bucket_41_50_raw_win_rate,vrs_bucket_41_50_smoothed_win_rate,vrs_bucket_41_50_avg_round_margin,vrs_bucket_41_50_avg_scoreline_quality,vrs_bucket_41_50_overtime_count,vrs_bucket_41_50_close_loss_count,vrs_bucket_51_70_maps,vrs_bucket_51_70_wins,vrs_bucket_51_70_raw_win_rate,vrs_bucket_51_70_smoothed_win_rate,vrs_bucket_51_70_avg_round_margin,vrs_bucket_51_70_avg_scoreline_quality,vrs_bucket_51_70_overtime_count,vrs_bucket_51_70_close_loss_count,vrs_bucket_71_100_maps,vrs_bucket_71_100_wins,vrs_bucket_71_100_raw_win_rate,vrs_bucket_71_100_smoothed_win_rate,vrs_bucket_71_100_avg_round_margin,vrs_bucket_71_100_avg_scoreline_quality,vrs_bucket_71_100_overtime_count,vrs_bucket_71_100_close_loss_count
SINNERS,Overpass,12,10,83.33,80.00,3.583333,0.370833,1,1,91.05,80.00,2.564949,0.370833,3.583333,0.083333,0.083333,0.386944,15.577500,30.000000,0.386944,0.502143,77.766492,0.412268,0.000000,0.600000,1.500000,0.033333,0.076205,2.325000,2.325000,4.424521,0.000000,0,0,50.00,73.33,3.583333,0.370833,0,0,73.33,0.370833,0.000000,3,3,100.00,82.22,5.000000,0.500000,0,0,82.22,0.500000,1.386294,5,4,80.00,76.36,2.600000,0.290000,1,1,76.36,0.290000,1.791759,7,6,85.71,80.00,3.857143,0.407143,1,1,80.00,0.407143,2.079442,8,7,87.50,81.43,4.000000,0.418750,1,1,81.43,0.418750,2.197225,9,8,88.89,82.67,4.333333,0.450000,1,1,82.67,0.450000,2.302585,12,10,83.33,80.00,3.583333,0.370833,1,1,80.00,0.370833,2.564949,0,0,50.00,73.33,3.583333,0.370833,0,0,3,3,100.00,82.22,5.000000,0.500000,0,0,2,1,50.00,67.50,-1.000000,-0.025000,1,1,2,2,100.00,80.00,7.000000,0.700000,0,0,1,1,100.00,77.14,5.000000,0.500000,0,0,1,1,100.00,77.14,7.000000,0.700000,0,0,3,2,66.67,71.11,1.333333,0.133333,0,0
SPARTA,Ancient,1,0,0.00,12.86,-2.000000,-0.105263,1,1,37.89,12.86,0.693147,-0.105263,-2.000000,1.000000,1.000000,-0.062579,-22.861429,-3.714286,-0.006258,0.500000,41.822608,-0.121147,0.668571,0.000000,1.500000,0.000000,-0.053882,4.000000,0.400000,0.000000,0.000000,0,0,50.00,15.00,-2.000000,-0.105263,0,0,15.00,-0.105263,0.000000,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,1,0,0.00,12.86,-2.000000,-0.105263,1,1,12.86,-0.105263,0.693147,0,0,50.00,15.00,-2.000000,-0.105263,0,0,1,0,0.00,12.86,-2.000000,-0.105263,1,1,0,0,50.00,15.00,-2.000000,-0.105263,0,0,0,0,50.00,15.00,-2.000000,-0.105263,0,0,0,0,50.00,15.00,-2.000000,-0.105263,0,0,0,0,50.00,15.00,-2.000000,-0.105263,0,0,0,0,50.00,15.00,-2.000000,-0.105263,0,0
SPARTA,Mirage,1,0,0.00,12.86,-2.000000,-0.200000,0,1,36.29,12.86,0.693147,-0.200000,-2.000000,0.000000,1.000000,-0.118900,-22.861429,-3.714286,-0.011890,0.500000,40.742957,-0.137141,0.668571,0.000000,0.500000,0.000000,-0.102376,4.000000,0.400000,0.000000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,0,0,50.00,15.00,-2.000000,-0.200000,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0
Sangal,Mirage,1,0,0.00,12.86,-5.000000,-0.500000,0,0,33.45,12.86,0.693147,-0.500000,-5.000000,0.000000,0.000000,-0.301500,-22.731429,-3.714286,-0.030150,0.500000,38.827630,-0.165517,0.668571,0.000000,0.000000,0.000000,-0.155943,1.100000,0.110000,0.000000,0.000000,0,0,50.00,15.00,-5.000000,-0.500000,0,0,15.00,-0.500000,0.000000,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,1,0,0.00,12.86,-5.000000,-0.500000,0,0,12.86,-0.500000,0.693147,0,0,50.00,15.00,-5.000000,-0.500000,0,0,1,0,0.00,12.86,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0,0,0,50.00,15.00,-5.000000,-0.500000,0,0
Sashi,Ancient,1,1,100.00,87.14,6.000000,0.600000,0,0,73.91,87.14,0.693147,0.600000,6.000000,0.000000,0.000000,0.721800,22.341429,3.714286,0.072180,0.500000,66.137416,0.239073,0.668571,0.074286,0.000000,0.000000,0.264509,10.600000,1.060000,0.000000,0.000000,0,0,50.00,85.00,6.000000,0.600000,0,0,85.00,0.600000,0.000000,0,0,50.00,85.00,6.000000,0.600000,0,0,85.00,0.600000,0.000000,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,1,1,100.00,87.14,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0
Sashi,Anubis,1,1,100.00,87.14,3.000000,0.300000,0,0,70.61,87.14,0.693147,0.300000,3.000000,0.000000,0.000000,0.358800,22.211429,3.714286,0.035880,0.500000,63.908835,0.206057,0.668571,0.074286,0.000000,0.000000,0.093565,7.600000,0.760000,0.000000,0.000000,0,0,50.00,85.00,3.000000,0.300000,0,0,85.00,0.300000,0.000000,0,0,50.00,85.00,3.000000,0.300000,0,0,85.00,0.300000,0.000000,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,1,1,100.00,87.14,3.000000,0.300000,0,0,87.14,0.300000,0.693147,0,0,50.00,85.00,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0,1,1,100.00,87.14,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0,0,0,50.00,85.00,3.000000,0.300000,0,0
Sashi,Dust2,1,1,100.00,87.14,7.000000,0.700000,0,0,74.97,87.14,0.693147,0.700000,7.000000,0.000000,0.000000,0.842100,22.341429,3.714286,0.084210,0.500000,66.856639,0.249728,0.668571,0.074286,0.000000,0.000000,0.308593,11.600000,1.160000,0.000000,0.000000,0,0,50.00,85.00,7.000000,0.700000,0,0,85.00,0.700000,0.000000,0,0,50.00,85.00,7.000000,0.700000,0,0,85.00,0.700000,0.000000,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,1,1,100.00,87.14,7.000000,0.700000,0,0,87.14,0.700000,0.693147,0,0,50.00,85.00,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0,1,1,100.00,87.14,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0,0,0,50.00,85.00,7.000000,0.700000,0,0
Sashi,Mirage,1,0,0.00,12.86,-3.000000,-0.300000,0,0,33.98,12.86,0.693147,-0.300000,-3.000000,0.000000,0.000000,-0.178350,-22.861429,-3.714286,-0.017835,0.500000,39.188799,-0.160166,0.668571,0.000000,0.000000,0.000000,-0.054641,0.600000,0.060000,0.000000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,1,0,0.00,12.86,-3.000000,-0.300000,0,0,12.86,-0.300000,0.693147,0,0,50.00,15.00,-3.000000,-0.300000,0,0,1,0,0.00,12.86,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0
Sashi,Nuke,2,1,50.00,50.00,-0.500000,-0.050000,0,0,52.30,50.00,1.098612,-0.050000,-0.500000,0.000000,0.000000,0.053700,0.000000,0.000000,0.010740,0.500000,51.554771,0.023034,0.000000,0.000000,0.000000,0.000000,-0.041387,4.100000,0.820000,3.500000,0.000000,0,0,50.00,50.00,-0.500000,-0.050000,0,0,50.00,-0.050000,0.000000,0,0,50.00,50.00,-0.500000,-0.050000,0,0,50.00,-0.050000,0.000000,2,1,50.00,50.00,-0.500000,-0.050000,0,0,50.00,-0.050000,1.098612,2,1,50.00,50.00,-0.500000,-0.050000,0,0,50.00,-0.050000,1.098612,2,1,50.00,50.00,-0.500000,-0.050000,0,0,50.00,-0.050000,1.098612,2,1,50.00,50.00,-0.500000,-0.050000,0,0,50.00,-0.050000,1.098612,2,1,50.00,50.00,-0.500000,-0.050000,0,0,50.00,-0.050000,1.098612,0,0,50.00,50.00,-0.500000,-0.050000,0,0,0,0,50.00,50.00,-0.500000,-0.050000,0,0,2,1,50.00,50.00,-0.500000,-0.050000,0,0,0,0,50.00,50.00,-0.500000,-0.050000,0,0,0,0,50.00,50.00,-0.500000,-0.050000,0,0,0,0,50.00,50.00,-0.500000,-0.050000,0,0,0,0,50.00,50.00,-0.500000,-0.050000,0,0
Sashi,Overpass,1,0,0.00,12.86,-12.000000,-1.000000,0,0,27.83,12.86,0.693147,-1.000000,-12.000000,0.000000,0.000000,-0.594500,-22.861429,-3.714286,-0.059450,0.500000,35.035532,-0.221696,0.668571,0.000000,0.000000,0.000000,-0.182137,-8.400000,-0.840000,0.000000,0.000000,0,0,50.00,15.00,-12.000000,-1.000000,0,0,15.00,-1.000000,0.000000,1,0,0.00,12.86,-12.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-12.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-12.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-12.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-12.000000,-1.000000,0,0,12.86,-1.000000,0.693147,1,0,0.00,12.86,-12.000000,-1.000000,0,0,12.86,-1.000000,0.693147,0,0,50.00,15.00,-12.000000,-1.000000,0,0,1,0,0.00,12.86,-12.000000,-1.000000,0,0,0,0,50.00,15.00,-12.000000,-1.000000,0,0,0,0,50.00,15.00,-12.000000,-1.000000,0,0,0,0,50.00,15.00,-12.000000,-1.000000,0,0,0,0,50.00,15.00,-12.000000,-1.000000,0,0,0,0,50.00,15.00,-12.000000,-1.000000,0,0
SemperFi,Ancient,6,3,50.00,50.00,-1.000000,-0.104934,2,1,47.65,50.00,1.945910,-0.104934,-1.000000,0.333333,0.166667,-0.224101,0.000000,0.000000,-0.134461,0.500000,48.417105,-0.023450,0.000000,0.000000,0.000000,0.247500,-0.007991,1.450000,0.870000,3.605551,0.000000,0,0,50.00,50.00,-1.000000,-0.104934,0,0,50.00,-0.104934,0.000000,0,0,50.00,50.00,-1.000000,-0.104934,0,0,50.00,-0.104934,0.000000,0,0,50.00,50.00,-1.000000,-0.104934,0,0,50.00,-0.104934,0.000000,1,0,0.00,42.86,-3.000000,-0.187500,1,1,42.86,-0.187500,0.693147,1,0,0.00,42.86,-3.000000,-0.187500,1,1,42.86,-0.187500,0.693147,1,0,0.00,42.86,-3.000000,-0.187500,1,1,42.86,-0.187500,0.693147,2,1,50.00,50.00,-0.500000,0.006250,1,1,50.00,0.006250,1.098612,0,0,50.00,50.00,-1.000000,-0.104934,0,0,0,0,50.00,50.00,-1.000000,-0.104934,0,0,0,0,50.00,50.00,-1.000000,-0.104934,0,0,1,0,0.00,42.86,-3.000000,-0.187500,1,1,0,0,50.00,50.00,-1.000000,-0.104934,0,0,0,0,50.00,50.00,-1.000000,-0.104934,0,0,1,1,100.00,57.14,2.000000,0.200000,0,0
SemperFi,Anubis,3,0,0.00,10.00,-6.666667,-0.666667,0,0,22.12,10.00,1.386294,-0.666667,-6.666667,0.000000,0.000000,-0.700917,-16.033333,-12.000000,-0.210275,0.500000,31.179694,-0.278819,0.560000,0.000000,0.000000,0.000000,-0.080614,-3.333333,-1.000000,2.054805,0.000000,0,0,50.00,15.00,-6.666667,-0.666667,0,0,15.00,-0.666667,0.000000,0,0,50.00,15.00,-6.666667,-0.666667,0,0,15.00,-0.666667,0.000000,0,0,50.00,15.00,-6.666667,-0.666667,0,0,15.00,-0.666667,0.000000,1,0,0.00,12.86,-9.000000,-0.900000,0,0,12.86,-0.900000,0.693147,1,0,0.00,12.86,-9.000000,-0.900000,0,0,12.86,-0.900000,0.693147,1,0,0.00,12.86,-9.000000,-0.900000,0,0,12.86,-0.900000,0.693147,1,0,0.00,12.86,-9.000000,-0.900000,0,0,12.86,-0.900000,0.693147,0,0,50.00,15.00,-6.666667,-0.666667,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0,1,0,0.00,12.86,-9.000000,-0.900000,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0,0,0,50.00,15.00,-6.666667,-0.666667,0,0
SemperFi,Dust2,1,0,0.00,12.86,-7.000000,-0.700000,0,0,32.85,12.86,0.693147,-0.700000,-7.000000,0.000000,0.000000,-0.445900,-22.211429,-3.714286,-0.044590,0.500000,38.424315,-0.171492,0.668571,0.000000,0.000000,0.000000,-0.136905,1.000000,0.100000,0.000000,0.000000,0,0,50.00,15.00,-7.000000,-0.700000,0,0,15.00,-0.700000,0.000000,0,0,50.00,15.00,-7.000000,-0.700000,0,0,15.00,-0.700000,0.000000,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,1,0,0.00,12.86,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0
SemperFi,Inferno,6,3,50.00,50.00,-0.833333,-0.064583,1,1,48.91,50.00,1.945910,-0.064583,-0.833333,0.166667,0.166667,-0.151692,0.000000,0.000000,-0.091015,0.500000,49.261438,-0.010942,0.000000,0.000000,0.000000,0.166667,-0.012225,1.616667,0.970000,3.670453,0.000000,0,0,50.00,50.00,-0.833333,-0.064583,0,0,50.00,-0.064583,0.000000,0,0,50.00,50.00,-0.833333,-0.064583,0,0,50.00,-0.064583,0.000000,1,0,0.00,42.86,-4.000000,-0.400000,0,0,42.86,-0.400000,0.693147,1,0,0.00,42.86,-4.000000,-0.400000,0,0,42.86,-0.400000,0.693147,1,0,0.00,42.86,-4.000000,-0.400000,0,0,42.86,-0.400000,0.693147,1,0,0.00,42.86,-4.000000,-0.400000,0,0,42.86,-0.400000,0.693147,2,1,50.00,50.00,0.000000,0.000000,0,0,50.00,0.000000,1.098612,0,0,50.00,50.00,-0.833333,-0.064583,0,0,0,0,50.00,50.00,-0.833333,-0.064583,0,0,1,0,0.00,42.86,-4.000000,-0.400000,0,0,0,0,50.00,50.00,-0.833333,-0.064583,0,0,0,0,50.00,50.00,-0.833333,-0.064583,0,0,0,0,50.00,50.00,-0.833333,-0.064583,0,0,1,1,100.00,57.14,4.000000,0.400000,0,0
SemperFi,Mirage,1,1,100.00,87.14,6.000000,0.600000,0,0,75.08,87.14,0.693147,0.600000,6.000000,0.000000,0.000000,0.717600,22.211429,3.714286,0.071760,0.500000,66.925976,0.250755,0.668571,0.074286,0.000000,0.000000,0.117347,14.000000,1.400000,0.000000,0.000000,0,0,50.00,85.00,6.000000,0.600000,0,0,85.00,0.600000,0.000000,0,0,50.00,85.00,6.000000,0.600000,0,0,85.00,0.600000,0.000000,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,1,1,100.00,87.14,6.000000,0.600000,0,0,87.14,0.600000,0.693147,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,1,1,100.00,87.14,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0,0,0,50.00,85.00,6.000000,0.600000,0,0
Sharks,Ancient,11,4,36.36,37.81,-1.090909,-0.095455,2,2,34.52,37.81,2.484907,-0.095455,-1.090909,0.181818,0.181818,-0.039708,-6.247555,-12.192513,-0.039708,0.580429,38.742072,-0.179695,0.000000,0.000000,0.000000,0.063636,0.009405,-2.100000,-2.100000,5.316433,0.000000,0,0,50.00,40.45,-1.090909,-0.095455,0,0,40.45,-0.095455,0.000000,1,0,0.00,34.68,-5.000000,-0.500000,0,0,34.68,-0.500000,0.693147,2,0,0.00,30.34,-5.500000,-0.550000,0,0,30.34,-0.550000,1.098612,3,1,33.33,38.08,-2.000000,-0.200000,0,0,38.08,-0.200000,1.386294,5,2,40.00,40.25,-0.600000,-0.045000,1,1,40.25,-0.045000,1.791759,10,4,40.00,40.17,-1.000000,-0.092500,1,1,40.17,-0.092500,2.397895,11,4,36.36,37.81,-1.090909,-0.095455,2,2,37.81,-0.095455,2.484907,0,0,50.00,40.45,-1.090909,-0.095455,0,0,1,0,0.00,34.68,-5.000000,-0.500000,0,0,1,0,0.00,34.68,-6.000000,-0.600000,0,0,1,1,100.00,48.96,5.000000,0.500000,0,0,2,1,50.00,42.84,1.500000,0.187500,1,1,5,2,40.00,40.25,-1.400000,-0.140000,0,0,1,0,0.00,34.68,-2.000000,-0.125000,1,1
Sharks,Anubis,3,3,100.00,90.00,5.333333,0.533333,0,0,76.31,90.00,1.386294,0.533333,5.333333,0.000000,0.000000,0.492267,18.226667,12.000000,0.147680,0.539143,68.430156,0.283720,0.560000,0.240000,0.000000,0.000000,0.131640,2.333333,0.700000,1.885618,0.000000,0,0,50.00,85.00,5.333333,0.533333,0,0,85.00,0.533333,0.000000,0,0,50.00,85.00,5.333333,0.533333,0,0,85.00,0.533333,0.000000,0,0,50.00,85.00,5.333333,0.533333,0,0,85.00,0.533333,0.000000,0,0,50.00,85.00,5.333333,0.533333,0,0,85.00,0.533333,0.000000,0,0,50.00,85.00,5.333333,0.533333,0,0,85.00,0.533333,0.000000,2,2,100.00,88.75,6.000000,0.600000,0,0,88.75,0.600000,1.098612,3,3,100.00,90.00,5.333333,0.533333,0,0,90.00,0.533333,1.386294,0,0,50.00,85.00,5.333333,0.533333,0,0,0,0,50.00,85.00,5.333333,0.533333,0,0,0,0,50.00,85.00,5.333333,0.533333,0,0,0,0,50.00,85.00,5.333333,0.533333,0,0,0,0,50.00,85.00,5.333333,0.533333,0,0,2,2,100.00,88.75,6.000000,0.600000,0,0,1,1,100.00,87.14,4.000000,0.400000,0,0
