team,map,maps,wins,raw_win_rate,smoothed_win_rate,avg_round_margin,avg_scoreline_quality,overtime_count,close_loss_count,vrs_tier_map_strength,vrs_tier_map_smoothed_win_rate,vrs_tier_map_sample_log,vrs_tier_map_quality,vrs_tier_map_round_margin,vrs_tier_map_overtime_rate,vrs_tier_map_close_loss_rate,vrs_opponent_adjusted_scoreline_quality,vrs_map_win_opponent_quality,vrs_map_win_sample_confidence,vrs_scoreline_sample_confidence,vrs_map_veto_credibility,vrs_map_veto_strength,vrs_pick_ban_opponent_pool_proxy,vrs_bo1_single_map_upset_risk,vrs_bo3_map_depth_strength,vrs_overtime_strong_opponent_signal,vrs_weak_opponent_close_penalty,vrs_recent_strong_opponent_score,vrs_team_volatility,vrs_seed_volatility_rebound,vrs_top10_maps,vrs_top10_wins,vrs_top10_raw_win_rate,vrs_top10_smoothed_win_rate,vrs_top10_avg_round_margin,vrs_top10_avg_scoreline_quality,vrs_top10_overtime_count,vrs_top10_close_loss_count,vrs_top10_map_smoothed_win_rate,vrs_top10_map_quality,vrs_top10_map_sample_log,vrs_top20_maps,vrs_top20_wins,vrs_top20_raw_win_rate,vrs_top20_smoothed_win_rate,vrs_top20_avg_round_margin,vrs_top20_avg_scoreline_quality,vrs_top20_overtime_count,vrs_top20_close_loss_count,vrs_top20_map_smoothed_win_rate,vrs_top20_map_quality,vrs_top20_map_sample_log,vrs_top30_maps,vrs_top30_wins,vrs_top30_raw_win_rate,vrs_top30_smoothed_win_rate,vrs_top30_avg_round_margin,vrs_top30_avg_scoreline_quality,vrs_top30_overtime_count,vrs_top30_close_loss_count,vrs_top30_map_smoothed_win_rate,vrs_top30_map_quality,vrs_top30_map_sample_log,vrs_top40_maps,vrs_top40_wins,vrs_top40_raw_win_rate,vrs_top40_smoothed_win_rate,vrs_top40_avg_round_margin,vrs_top40_avg_scoreline_quality,vrs_top40_overtime_count,vrs_top40_close_loss_count,vrs_top40_map_smoothed_win_rate,vrs_top40_map_quality,vrs_top40_map_sample_log,vrs_top50_maps,vrs_top50_wins,vrs_top50_raw_win_rate,vrs_top50_smoothed_win_rate,vrs_top50_avg_round_margin,vrs_top50_avg_scoreline_quality,vrs_top50_overtime_count,vrs_top50_close_loss_count,vrs_top50_map_smoothed_win_rate,vrs_top50_map_quality,vrs_top50_map_sample_log,vrs_top70_maps,vrs_top70_wins,vrs_top70_raw_win_rate,vrs_top70_smoothed_win_rate,vrs_top70_avg_round_margin,vrs_top70_avg_scoreline_quality,vrs_top70_overtime_count,vrs_top70_close_loss_count,vrs_top70_map_smoothed_win_rate,vrs_top70_map_quality,vrs_top70_map_sample_log,vrs_top100_maps,vrs_top100_wins,vrs_top100_raw_win_rate,vrs_top100_smoothed_win_rate,vrs_top100_avg_round_margin,vrs_top100_avg_scoreline_quality,vrs_top100_overtime_count,vrs_top100_close_loss_count,vrs_top100_map_smoothed_win_rate,vrs_top100_map_quality,vrs_top100_map_sample_log,vrs_bucket_1_10_maps,vrs_bucket_1_10_wins,vrs_bucket_1_10_raw_win_rate,vrs_bucket_1_10_smoothed_win_rate,vrs_bucket_1_10_avg_round_margin,vrs_bucket_1_10_avg_scoreline_quality,vrs_bucket_1_10_overtime_count,vrs_bucket_1_10_close_loss_count,vrs_bucket_11_20_maps,vrs_bucket_11_20_wins,vrs_bucket_11_20_raw_win_rate,vrs_bucket_11_20_smoothed_win_rate,vrs_bucket_11_20_avg_round_margin,vrs_bucket_11_20_avg_scoreline_quality,vrs_bucket_11_20_overtime_count,vrs_bucket_11_20_close_loss_count,vrs_bucket_21_30_maps,vrs_bucket_21_30_wins,vrs_bucket_21_30_raw_win_rate,vrs_bucket_21_30_smoothed_win_rate,vrs_bucket_21_30_avg_round_margin,vrs_bucket_21_30_avg_scoreline_quality,vrs_bucket_21_30_overtime_count,vrs_bucket_21_30_close_loss_count,vrs_bucket_31_40_maps,vrs_bucket_31_40_wins,vrs_bucket_31_40_raw_win_rate,vrs_bucket_31_40_smoothed_win_rate,vrs_bucket_31_40_avg_round_margin,vrs_bucket_31_40_avg_scoreline_quality,vrs_bucket_31_40_overtime_count,vrs_bucket_31_40_close_loss_count,vrs_bucket_41_50_maps,vrs_bucket_41_50_wins,vrs_bucket_41_50_raw_win_rate,vrs_bucket_41_50_smoothed_win_rate,vrs_bucket_41_50_avg_round_margin,vrs_bucket_41_50_avg_scoreline_quality,vrs_bucket_41_50_overtime_count,vrs_bucket_41_50_close_loss_count,vrs_bucket_51_70_maps,vrs_bucket_51_70_wins,vrs_bucket_51_70_raw_win_rate,vrs_bucket_51_70_smoothed_win_rate,vrs_bucket_51_70_avg_round_margin,vrs_bucket_51_70_avg_scoreline_quality,vrs_bucket_51_70_overtime_count,vrs_bucket_51_70_close_loss_count,vrs_bucket_71_100_maps,vrs_bucket_71_100_wins,vrs_bucket_71_100_raw_win_rate,vrs_bucket_71_100_smoothed_win_rate,vrs_bucket_71_100_avg_round_margin,vrs_bucket_71_100_avg_scoreline_quality,vrs_bucket_71_100_overtime_count,vrs_bucket_71_100_close_loss_count
Imperial,Nuke,1,0,0.00,12.86,-7.000000,-0.700000,0,0,32.09,12.86,0.693147,-0.700000,-7.000000,0.000000,0.000000,-0.529200,-20.391429,-3.714286,-0.052920,0.500000,37.907726,-0.179145,0.668571,0.000000,0.000000,0.000000,-0.122094,0.000000,0.000000,0,0,50.00,15.00,-7.000000,-0.700000,0,0,15.00,-0.700000,0.000000,0,0,50.00,15.00,-7.000000,-0.700000,0,0,15.00,-0.700000,0.000000,0,0,50.00,15.00,-7.000000,-0.700000,0,0,15.00,-0.700000,0.000000,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,1,0,0.00,12.86,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0
Inner Circle,Ancient,2,1,50.00,50.00,-3.500000,-0.300000,0,0,48.95,50.00,1.098612,-0.300000,-3.500000,0.000000,0.000000,-0.178500,0.000000,0.000000,-0.035700,0.500000,49.289443,-0.010527,0.000000,0.000000,0.000000,0.000000,-0.068013,7.500000,0.000000,0,0,50.00,50.00,-3.500000,-0.300000,0,0,50.00,-0.300000,0.000000,0,0,50.00,50.00,-3.500000,-0.300000,0,0,50.00,-0.300000,0.000000,1,1,100.00,57.14,4.000000,0.400000,0,0,57.14,0.400000,0.693147,1,1,100.00,57.14,4.000000,0.400000,0,0,57.14,0.400000,0.693147,2,1,50.00,50.00,-3.500000,-0.300000,0,0,50.00,-0.300000,1.098612,2,1,50.00,50.00,-3.500000,-0.300000,0,0,50.00,-0.300000,1.098612,2,1,50.00,50.00,-3.500000,-0.300000,0,0,50.00,-0.300000,1.098612,0,0,50.00,50.00,-3.500000,-0.300000,0,0,0,0,50.00,50.00,-3.500000,-0.300000,0,0,1,1,100.00,57.14,4.000000,0.400000,0,0,0,0,50.00,50.00,-3.500000,-0.300000,0,0,1,0,0.00,42.86,-11.000000,-1.000000,0,0,0,0,50.00,50.00,-3.500000,-0.300000,0,0,0,0,50.00,50.00,-3.500000,-0.300000,0,0
Inner Circle,Dust2,1,0,0.00,12.86,-2.000000,-0.200000,0,1,34.54,12.86,0.693147,-0.200000,-2.000000,0.000000,1.000000,-0.115500,-23.121429,-3.714286,-0.011550,0.500000,39.563615,-0.154613,0.668571,0.000000,0.500000,0.000000,-0.076386,0.000000,0.000000,0,0,50.00,15.00,-2.000000,-0.200000,0,0,15.00,-0.200000,0.000000,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,1,0,0.00,12.86,-2.000000,-0.200000,0,1,12.86,-0.200000,0.693147,0,0,50.00,15.00,-2.000000,-0.200000,0,0,1,0,0.00,12.86,-2.000000,-0.200000,0,1,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0,0,0,50.00,15.00,-2.000000,-0.200000,0,0
Inner Circle,Mirage,4,1,25.00,29.50,-2.500000,-0.221875,1,1,36.48,29.50,1.609438,-0.221875,-2.500000,0.250000,0.250000,-0.095084,-11.738812,-8.200000,-0.038034,0.500000,40.872113,-0.135228,0.246000,0.000000,0.000000,0.000000,-0.119612,4.031129,0.000000,0,0,50.00,32.50,-2.500000,-0.221875,0,0,32.50,-0.221875,0.000000,1,0,0.00,27.86,-7.000000,-0.700000,0,0,27.86,-0.700000,0.693147,2,1,50.00,36.88,-1.500000,-0.150000,0,0,36.88,-0.150000,1.098612,3,1,33.33,32.78,-2.333333,-0.233333,0,0,32.78,-0.233333,1.386294,4,1,25.00,29.50,-2.500000,-0.221875,1,1,29.50,-0.221875,1.609438,4,1,25.00,29.50,-2.500000,-0.221875,1,1,29.50,-0.221875,1.609438,4,1,25.00,29.50,-2.500000,-0.221875,1,1,29.50,-0.221875,1.609438,0,0,50.00,32.50,-2.500000,-0.221875,0,0,1,0,0.00,27.86,-7.000000,-0.700000,0,0,1,1,100.00,42.14,4.000000,0.400000,0,0,1,0,0.00,27.86,-4.000000,-0.400000,0,0,1,0,0.00,27.86,-3.000000,-0.187500,1,1,0,0,50.00,32.50,-2.500000,-0.221875,0,0,0,0,50.00,32.50,-2.500000,-0.221875,0,0
Inner Circle,Overpass,1,0,0.00,12.86,-1.000000,-0.062500,1,1,34.29,12.86,0.693147,-0.062500,-1.000000,1.000000,1.000000,-0.047250,-20.391429,-3.714286,-0.004725,0.500000,39.397972,-0.157067,0.668571,0.000000,0.000000,0.000000,-0.038689,0.000000,0.000000,0,0,50.00,15.00,-1.000000,-0.062500,0,0,15.00,-0.062500,0.000000,0,0,50.00,15.00,-1.000000,-0.062500,0,0,15.00,-0.062500,0.000000,0,0,50.00,15.00,-1.000000,-0.062500,0,0,15.00,-0.062500,0.000000,1,0,0.00,12.86,-1.000000,-0.062500,1,1,12.86,-0.062500,0.693147,1,0,0.00,12.86,-1.000000,-0.062500,1,1,12.86,-0.062500,0.693147,1,0,0.00,12.86,-1.000000,-0.062500,1,1,12.86,-0.062500,0.693147,1,0,0.00,12.86,-1.000000,-0.062500,1,1,12.86,-0.062500,0.693147,0,0,50.00,15.00,-1.000000,-0.062500,0,0,0,0,50.00,15.00,-1.000000,-0.062500,0,0,0,0,50.00,15.00,-1.000000,-0.062500,0,0,1,0,0.00,12.86,-1.000000,-0.062500,1,1,0,0,50.00,15.00,-1.000000,-0.062500,0,0,0,0,50.00,15.00,-1.000000,-0.062500,0,0,0,0,50.00,15.00,-1.000000,-0.062500,0,0
JiJieHao,Ancient,6,4,66.67,64.17,3.833333,0.414583,2,2,68.08,64.17,1.945910,0.414583,3.833333,0.333333,0.333333,0.461170,7.389097,8.500000,0.276702,0.500000,62.201753,0.180767,0.113333,0.170000,1.500000,0.000000,0.191595,4.597705,0.000000,0,0,50.00,61.67,3.833333,0.414583,0,0,61.67,0.414583,0.000000,0,0,50.00,61.67,3.833333,0.414583,0,0,61.67,0.414583,0.000000,2,1,50.00,58.75,3.000000,0.337500,1,1,58.75,0.337500,1.098612,4,3,75.00,67.00,5.250000,0.543750,1,1,67.00,0.543750,1.609438,4,3,75.00,67.00,5.250000,0.543750,1,1,67.00,0.543750,1.609438,4,3,75.00,67.00,5.250000,0.543750,1,1,67.00,0.543750,1.609438,6,4,66.67,64.17,3.833333,0.414583,2,2,64.17,0.414583,1.945910,0,0,50.00,61.67,3.833333,0.414583,0,0,0,0,50.00,61.67,3.833333,0.414583,0,0,2,1,50.00,58.75,3.000000,0.337500,1,1,2,2,100.00,71.25,7.500000,0.750000,0,0,0,0,50.00,61.67,3.833333,0.414583,0,0,0,0,50.00,61.67,3.833333,0.414583,0,0,2,1,50.00,58.75,1.000000,0.156250,1,1
JiJieHao,Anubis,2,1,50.00,50.00,-2.000000,-0.200000,0,0,48.91,50.00,1.098612,-0.200000,-2.000000,0.000000,0.000000,-0.228225,0.000000,0.000000,-0.045645,0.500000,49.262222,-0.010930,0.000000,0.000000,0.000000,0.000000,0.000860,7.000000,0.000000,0,0,50.00,50.00,-2.000000,-0.200000,0,0,50.00,-0.200000,0.000000,0,0,50.00,50.00,-2.000000,-0.200000,0,0,50.00,-0.200000,0.000000,0,0,50.00,50.00,-2.000000,-0.200000,0,0,50.00,-0.200000,0.000000,0,0,50.00,50.00,-2.000000,-0.200000,0,0,50.00,-0.200000,0.000000,1,1,100.00,57.14,5.000000,0.500000,0,0,57.14,0.500000,0.693147,1,1,100.00,57.14,5.000000,0.500000,0,0,57.14,0.500000,0.693147,2,1,50.00,50.00,-2.000000,-0.200000,0,0,50.00,-0.200000,1.098612,0,0,50.00,50.00,-2.000000,-0.200000,0,0,0,0,50.00,50.00,-2.000000,-0.200000,0,0,0,0,50.00,50.00,-2.000000,-0.200000,0,0,0,0,50.00,50.00,-2.000000,-0.200000,0,0,1,1,100.00,57.14,5.000000,0.500000,0,0,0,0,50.00,50.00,-2.000000,-0.200000,0,0,1,0,0.00,42.86,-9.000000,-0.900000,0,0
JiJieHao,Dust2,2,1,50.00,50.00,0.500000,0.050000,0,0,50.65,50.00,1.098612,0.050000,0.500000,0.000000,0.000000,0.095000,0.000000,0.000000,0.019000,0.500000,50.439114,0.006505,0.000000,0.000000,0.000000,0.000000,0.067549,6.500000,0.000000,0,0,50.00,50.00,0.500000,0.050000,0,0,50.00,0.050000,0.000000,0,0,50.00,50.00,0.500000,0.050000,0,0,50.00,0.050000,0.000000,1,1,100.00,57.14,7.000000,0.700000,0,0,57.14,0.700000,0.693147,1,1,100.00,57.14,7.000000,0.700000,0,0,57.14,0.700000,0.693147,1,1,100.00,57.14,7.000000,0.700000,0,0,57.14,0.700000,0.693147,1,1,100.00,57.14,7.000000,0.700000,0,0,57.14,0.700000,0.693147,2,1,50.00,50.00,0.500000,0.050000,0,0,50.00,0.050000,1.098612,0,0,50.00,50.00,0.500000,0.050000,0,0,0,0,50.00,50.00,0.500000,0.050000,0,0,1,1,100.00,57.14,7.000000,0.700000,0,0,0,0,50.00,50.00,0.500000,0.050000,0,0,0,0,50.00,50.00,0.500000,0.050000,0,0,0,0,50.00,50.00,0.500000,0.050000,0,0,1,0,0.00,42.86,-6.000000,-0.600000,0,0
JiJieHao,Inferno,4,4,100.00,91.00,5.500000,0.496875,1,0,79.07,91.00,1.609438,0.496875,5.500000,0.250000,0.000000,0.535003,21.863250,16.400000,0.214001,0.500000,69.619734,0.290663,0.492000,0.328000,0.000000,0.000000,0.216599,3.201562,0.000000,0,0,50.00,85.00,5.500000,0.496875,0,0,85.00,0.496875,0.000000,0,0,50.00,85.00,5.500000,0.496875,0,0,85.00,0.496875,0.000000,0,0,50.00,85.00,5.500000,0.496875,0,0,85.00,0.496875,0.000000,2,2,100.00,88.75,7.000000,0.593750,1,0,88.75,0.593750,1.098612,4,4,100.00,91.00,5.500000,0.496875,1,0,91.00,0.496875,1.609438,4,4,100.00,91.00,5.500000,0.496875,1,0,91.00,0.496875,1.609438,4,4,100.00,91.00,5.500000,0.496875,1,0,91.00,0.496875,1.609438,0,0,50.00,85.00,5.500000,0.496875,0,0,0,0,50.00,85.00,5.500000,0.496875,0,0,0,0,50.00,85.00,5.500000,0.496875,0,0,2,2,100.00,88.75,7.000000,0.593750,1,0,2,2,100.00,88.75,4.000000,0.400000,0,0,0,0,50.00,85.00,5.500000,0.496875,0,0,0,0,50.00,85.00,5.500000,0.496875,0,0
JiJieHao,Mirage,1,1,100.00,87.14,2.000000,0.200000,0,0,64.46,87.14,0.693147,0.200000,2.000000,0.000000,0.000000,0.109400,15.581429,3.714286,0.010940,0.500000,59.760516,0.144600,0.668571,0.074286,0.000000,0.365000,0.042762,0.000000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,0,0,50.00,85.00,2.000000,0.200000,0,0,85.00,0.200000,0.000000,1,1,100.00,87.14,2.000000,0.200000,0,0,87.14,0.200000,0.693147,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,0,0,50.00,85.00,2.000000,0.200000,0,0,1,1,100.00,87.14,2.000000,0.200000,0,0
Johnny Speeds,Dust2,3,1,33.33,36.67,-4.000000,-0.400000,0,0,41.14,36.67,1.386294,-0.400000,-4.000000,0.000000,0.000000,-0.260750,-7.864444,-4.000000,-0.078225,0.500000,44.017886,-0.088624,0.186667,0.000000,0.000000,0.000000,-0.053406,1.414214,0.000000,0,0,50.00,38.33,-4.000000,-0.400000,0,0,38.33,-0.400000,0.000000,0,0,50.00,38.33,-4.000000,-0.400000,0,0,38.33,-0.400000,0.000000,3,1,33.33,36.67,-4.000000,-0.400000,0,0,36.67,-0.400000,1.386294,3,1,33.33,36.67,-4.000000,-0.400000,0,0,36.67,-0.400000,1.386294,3,1,33.33,36.67,-4.000000,-0.400000,0,0,36.67,-0.400000,1.386294,3,1,33.33,36.67,-4.000000,-0.400000,0,0,36.67,-0.400000,1.386294,3,1,33.33,36.67,-4.000000,-0.400000,0,0,36.67,-0.400000,1.386294,0,0,50.00,38.33,-4.000000,-0.400000,0,0,0,0,50.00,38.33,-4.000000,-0.400000,0,0,3,1,33.33,36.67,-4.000000,-0.400000,0,0,0,0,50.00,38.33,-4.000000,-0.400000,0,0,0,0,50.00,38.33,-4.000000,-0.400000,0,0,0,0,50.00,38.33,-4.000000,-0.400000,0,0,0,0,50.00,38.33,-4.000000,-0.400000,0,0
Johnny Speeds,Inferno,2,0,0.00,11.25,-3.000000,-0.300000,0,1,30.97,11.25,1.098612,-0.300000,-3.000000,0.000000,0.500000,-0.198750,-22.630000,-7.750000,-0.039750,0.500000,37.155728,-0.190286,0.620000,0.000000,0.500000,0.000000,-0.067552,1.000000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,0,0,50.00,15.00,-3.000000,-0.300000,0,0,15.00,-0.300000,0.000000,2,0,0.00,11.25,-3.000000,-0.300000,0,1,11.25,-0.300000,1.098612,2,0,0.00,11.25,-3.000000,-0.300000,0,1,11.25,-0.300000,1.098612,2,0,0.00,11.25,-3.000000,-0.300000,0,1,11.25,-0.300000,1.098612,2,0,0.00,11.25,-3.000000,-0.300000,0,1,11.25,-0.300000,1.098612,2,0,0.00,11.25,-3.000000,-0.300000,0,1,11.25,-0.300000,1.098612,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,2,0,0.00,11.25,-3.000000,-0.300000,0,1,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0,0,0,50.00,15.00,-3.000000,-0.300000,0,0
Johnny Speeds,Mirage,2,0,0.00,11.25,-5.500000,-0.550000,0,0,29.26,11.25,1.098612,-0.550000,-5.500000,0.000000,0.000000,-0.362250,-22.697813,-7.750000,-0.072450,0.500000,35.998921,-0.207423,0.620000,0.000000,0.000000,0.000000,-0.140118,1.500000,0.000000,0,0,50.00,15.00,-5.500000,-0.550000,0,0,15.00,-0.550000,0.000000,0,0,50.00,15.00,-5.500000,-0.550000,0,0,15.00,-0.550000,0.000000,2,0,0.00,11.25,-5.500000,-0.550000,0,0,11.25,-0.550000,1.098612,2,0,0.00,11.25,-5.500000,-0.550000,0,0,11.25,-0.550000,1.098612,2,0,0.00,11.25,-5.500000,-0.550000,0,0,11.25,-0.550000,1.098612,2,0,0.00,11.25,-5.500000,-0.550000,0,0,11.25,-0.550000,1.098612,2,0,0.00,11.25,-5.500000,-0.550000,0,0,11.25,-0.550000,1.098612,0,0,50.00,15.00,-5.500000,-0.550000,0,0,0,0,50.00,15.00,-5.500000,-0.550000,0,0,2,0,0.00,11.25,-5.500000,-0.550000,0,0,0,0,50.00,15.00,-5.500000,-0.550000,0,0,0,0,50.00,15.00,-5.500000,-0.550000,0,0,0,0,50.00,15.00,-5.500000,-0.550000,0,0,0,0,50.00,15.00,-5.500000,-0.550000,0,0
Johnny Speeds,Overpass,2,0,0.00,11.25,-7.500000,-0.700000,0,0,28.78,11.25,1.098612,-0.700000,-7.500000,0.000000,0.000000,-0.450150,-23.104687,-7.750000,-0.090030,0.500000,35.679841,-0.212151,0.620000,0.000000,0.000000,0.000000,-0.157754,3.500000,0.000000,0,0,50.00,15.00,-7.500000,-0.700000,0,0,15.00,-0.700000,0.000000,0,0,50.00,15.00,-7.500000,-0.700000,0,0,15.00,-0.700000,0.000000,2,0,0.00,11.25,-7.500000,-0.700000,0,0,11.25,-0.700000,1.098612,2,0,0.00,11.25,-7.500000,-0.700000,0,0,11.25,-0.700000,1.098612,2,0,0.00,11.25,-7.500000,-0.700000,0,0,11.25,-0.700000,1.098612,2,0,0.00,11.25,-7.500000,-0.700000,0,0,11.25,-0.700000,1.098612,2,0,0.00,11.25,-7.500000,-0.700000,0,0,11.25,-0.700000,1.098612,0,0,50.00,15.00,-7.500000,-0.700000,0,0,0,0,50.00,15.00,-7.500000,-0.700000,0,0,2,0,0.00,11.25,-7.500000,-0.700000,0,0,0,0,50.00,15.00,-7.500000,-0.700000,0,0,0,0,50.00,15.00,-7.500000,-0.700000,0,0,0,0,50.00,15.00,-7.500000,-0.700000,0,0,0,0,50.00,15.00,-7.500000,-0.700000,0,0
K27,Ancient,1,0,0.00,12.86,-7.000000,-0.700000,0,0,32.37,12.86,0.693147,-0.700000,-7.000000,0.000000,0.000000,-0.445900,-22.211429,-3.714286,-0.044590,0.500000,38.100314,-0.176292,0.668571,0.000000,0.000000,0.000000,-0.146343,0.000000,0.000000,0,0,50.00,15.00,-7.000000,-0.700000,0,0,15.00,-0.700000,0.000000,0,0,50.00,15.00,-7.000000,-0.700000,0,0,15.00,-0.700000,0.000000,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,1,0,0.00,12.86,-7.000000,-0.700000,0,0,12.86,-0.700000,0.693147,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,1,0,0.00,12.86,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0,0,0,50.00,15.00,-7.000000,-0.700000,0,0
K27,Anubis,1,1,100.00,87.14,5.000000,0.500000,0,0,68.22,87.14,0.693147,0.500000,5.000000,0.000000,0.000000,0.598000,22.211429,3.714286,0.059800,0.500000,62.297985,0.182192,0.668571,0.074286,0.000000,0.000000,0.129820,0.000000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,0,0,50.00,85.00,5.000000,0.500000,0,0,85.00,0.500000,0.000000,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,1,1,100.00,87.14,5.000000,0.500000,0,0,87.14,0.500000,0.693147,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,1,1,100.00,87.14,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0,0,0,50.00,85.00,5.000000,0.500000,0,0
K27,Nuke,2,2,100.00,88.75,4.500000,0.450000,0,0,71.49,88.75,1.098612,0.450000,4.500000,0.000000,0.000000,0.538200,23.172500,7.750000,0.107640,0.500000,64.506236,0.214907,0.620000,0.155000,0.000000,0.000000,0.106722,0.500000,0.000000,0,0,50.00,85.00,4.500000,0.450000,0,0,85.00,0.450000,0.000000,0,0,50.00,85.00,4.500000,0.450000,0,0,85.00,0.450000,0.000000,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,2,2,100.00,88.75,4.500000,0.450000,0,0,88.75,0.450000,1.098612,0,0,50.00,85.00,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0,2,2,100.00,88.75,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0,0,0,50.00,85.00,4.500000,0.450000,0,0
K27,Overpass,2,0,0.00,11.25,-4.000000,-0.400000,0,1,30.64,11.25,1.098612,-0.400000,-4.000000,0.000000,0.500000,-0.254800,-23.172500,-7.750000,-0.050960,0.500000,36.933050,-0.193584,0.620000,0.000000,0.500000,0.000000,-0.088682,2.000000,0.000000,0,0,50.00,15.00,-4.000000,-0.400000,0,0,15.00,-0.400000,0.000000,0,0,50.00,15.00,-4.000000,-0.400000,0,0,15.00,-0.400000,0.000000,2,0,0.00,11.25,-4.000000,-0.400000,0,1,11.25,-0.400000,1.098612,2,0,0.00,11.25,-4.000000,-0.400000,0,1,11.25,-0.400000,1.098612,2,0,0.00,11.25,-4.000000,-0.400000,0,1,11.25,-0.400000,1.098612,2,0,0.00,11.25,-4.000000,-0.400000,0,1,11.25,-0.400000,1.098612,2,0,0.00,11.25,-4.000000,-0.400000,0,1,11.25,-0.400000,1.098612,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,2,0,0.00,11.25,-4.000000,-0.400000,0,1,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0,0,0,50.00,15.00,-4.000000,-0.400000,0,0
